prédikunarstólinn,    ˈpʰrɛːtɪkʏnarstouːlɪn
kynlíf,               ˈcʰɪnliv
kynlífi,               ˈcʰɪnlivɪ
kynlífinu,             ˈcʰɪnlivɪnʏ
kynlífið,              ˈcʰɪnlivɪð
kynlífs,               ˈcʰɪnlifs
kynlífsfíkn,           ˈcʰɪnlifsfihkn̥
kynlífsins,            ˈcʰɪnlifsɪns
kynlífsiðnaðurinn,     ˈcʰɪnlifsɪðnaðʏrɪn
kynlífsumræða,         ˈcʰɪnlifsʏmraiða
kynlífsþjónustu,       ˈcʰɪnlifsθjouːnʏstʏ
kynmök,               ˈcʰɪnmœk
kynna,                ˈcʰɪna
kynnast,               ˈcʰɪnast
kynni,                ˈcʰɪnɪ
kynnin,                ˈcʰɪnɪn
kynning,               ˈcʰɪniŋk
kynningar,             ˈcʰɪniŋkar
kynningarblað,         ˈcʰɪniŋkarplaːð
kynningarbækling,      ˈcʰɪniŋkarpaihkliŋk
kynningarbæklingi,     ˈcʰɪniŋkarpaihkliɲcɪ
kynningarbæklingur,    ˈcʰɪniŋkarpaihkliŋkʏr
kynningardeildar,      ˈcʰɪniŋkarteiltar
kynningarefni,         ˈcʰɪniŋkarɛpnɪ
kynningarfulltrúa,     ˈcʰɪniŋkarfʏtl̥tʰrua
kynningarfund,         ˈcʰɪniŋkarfʏnt
kynningarfunda,        ˈcʰɪniŋkarfʏnta
kynningarfundi,        ˈcʰɪniŋkarfʏntɪ
kynningarfundinum,     ˈcʰɪniŋkarfʏntɪnʏm
kynningarfundir,       ˈcʰɪniŋkarfʏntɪr
kynningarfundur,       ˈcʰɪniŋkarfʏntʏr
kynningarkvöld,        ˈcʰɪniŋkarkʰvœlt
kynningarmyndir,       ˈcʰɪniŋkarmɪntɪr
kynningarmála,         ˈcʰɪniŋkarmauːla
kynningarnámskeið,     ˈcʰɪniŋkarnaumsceið
kynningarstarfi,       ˈcʰɪniŋkarstarvɪ
kynningin,             ˈcʰɪniɲcɪn
kynningu,              ˈcʰɪniŋkʏ
kynningum,             ˈcʰɪniŋkʏm
kynninguna,            ˈcʰɪniŋkʏna
kynningunni,           ˈcʰɪniŋkʏnɪ
kynnir,                ˈcʰɪnɪr
kynnisferðir,          ˈcʰɪnɪsfɛrðɪr
kynnist,               ˈcʰɪnɪst
kynnst,                ˈcʰɪnst
kynnt,                ˈcʰɪn̥t
kynntar,               ˈcʰɪn̥tar
kynnti,                ˈcʰɪn̥tɪ
kynntir,               ˈcʰɪn̥tɪr
kynntist,              ˈcʰɪn̥tɪst
kynntu,                ˈcʰɪn̥tʏ
kynntum,               ˈcʰɪn̥tʏm
kynntumst,             ˈcʰɪn̥tʏmst
kynntur,               ˈcʰɪn̥tʏr
kynntust,              ˈcʰɪn̥tʏst
kynnu,                ˈcʰɪnʏ
kynnum,                ˈcʰɪnʏm
kynnumst,              ˈcʰɪnʏmst
kynopið,               ˈcʰɪːnɔpɪð
kyns,                 ˈcʰɪns
kynsjúkdóma,           ˈcʰɪnsjuktouːma
kynsjúkdómadeild,      ˈcʰɪnsjuktoumateilt
kynslóð,              ˈcʰɪnstlouð
kynslóða,              ˈcʰɪnstlouða
kynslóðabil,          ˈcʰɪnstlouðapɪːl
kynslóðabilin,         ˈcʰɪnstlouðapɪːlɪn
kynslóðanna,           ˈcʰɪnstlouðana
kynslóðar,             ˈcʰɪnstlouðar
kynslóðarinnar,        ˈcʰɪnstlouðarɪnar
kynslóðaskipti,        ˈcʰɪnstlouðascɪftɪ
kynslóðin,             ˈcʰɪnstlouðɪn
kynslóðina,            ˈcʰɪnstlouðɪna
kynslóðinni,           ˈcʰɪnstlouðɪnɪ
kynslóðir,             ˈcʰɪnstlouðɪr
kynslóðirnar,          ˈcʰɪnstlouðɪrtnar
kynslóðum,             ˈcʰɪnstlouðʏm
kynstofnar,            ˈcʰɪnstɔpnar
kynsvall,              ˈcʰɪnsvatl̥
kynt,                 ˈcʰɪn̥t
kynti,                ˈcʰɪn̥tɪ
kynæsandi,             ˈcʰɪːnaisantɪ
kynþroska,            ˈcʰɪnθrɔska
kynþátta,              ˈcʰɪnθauhta
kynþáttafordóma,       ˈcʰɪnθauhtafɔrtouma
kynþáttafordómum,      ˈcʰɪnθauhtafɔrtoumʏm
kynþáttahatur,        ˈcʰɪnθauhtahaːtʏr
kynþáttum,             ˈcʰɪnθauhtʏm
kynþætti,              ˈcʰɪnθaihtɪ
kyoto,                ˈcʰijouːtou
kyrfilega,             ˈcʰɪrvɪlɛɣa
kyrja,                ˈcʰɪrja
kyrjaði,               ˈcʰɪrjaðɪ
kyrjuðu,               ˈcʰɪrjʏðʏ
kyrkja,                ˈcʰɪrca
kyrkt,                ˈcʰɪr̥t
kyrr,                 ˈcʰɪr
kyrra,                ˈcʰɪra
kyrrahafi,             ˈcʰɪrahaːvɪ
kyrrahafinu,           ˈcʰɪrahaːvɪnʏ
kyrrahafið,            ˈcʰɪrahaːvɪð
kyrrahafs,             ˈcʰɪrahafs
kyrrahafsins,          ˈcʰɪrahafsɪns
kyrran,                ˈcʰɪran
kyrrar,                ˈcʰɪrar
kyrrlát,               ˈcʰɪrlaut
kyrrláta,              ˈcʰɪrlauta
kyrrlátt,              ˈcʰɪrlauht
kyrrlátu,              ˈcʰɪrlautʏ
kyrrlátur,            ˈcʰɪrlautʏr
kyrrsett,              ˈcʰɪrsɛht
kyrrstöðu,             ˈcʰɪrstœðʏ
kyrrstöðuvinna,        ˈcʰɪrstœðʏvɪna
kyrrt,                ˈcʰɪr̥t
kyrru,                ˈcʰɪrʏ
kyrrum,                ˈcʰɪrʏm
kyrrð,                ˈcʰɪrð
kyrrðar,               ˈcʰɪrðar
kyrrðarstund,          ˈcʰɪrðarstʏnt
kyrrðin,               ˈcʰɪrðɪn
kyrrðinni,             ˈcʰɪrðɪnɪ
kyrrðist,              ˈcʰɪrðɪst
kyrrþey,               ˈcʰɪrθei
kyrt,                 ˈcʰɪr̥t
kyrtil,                ˈcʰɪr̥tɪl
kyrtilinn,             ˈcʰɪr̥tɪlɪn
kyrtli,                ˈcʰɪr̥tlɪ
kyrtlinum,             ˈcʰɪr̥tlɪnʏm
kysi,                 ˈcʰɪːsɪ
kyssa,                ˈcʰɪsa
kyssast,               ˈcʰɪsast
kyssi,                ˈcʰɪsɪ
kyssir,                ˈcʰɪsɪr
kysst,                ˈcʰɪst
kyssti,                ˈcʰɪstɪ
kysstu,                ˈcʰɪstʏ
kysstumst,             ˈcʰɪstʏmst
kyssumst,              ˈcʰɪsʏmst
kysu,                 ˈcʰɪːsʏ
kytrunni,              ˈcʰɪːtrʏnɪ
ká,                   ˈkʰauː
káetu,                ˈkʰauːɛtʏ
káetunni,              ˈkʰauːɛtʏnɪ
káfa,                 ˈkʰauːa
káfað,                ˈkʰauːað
kákasus,               ˈkʰauːkasʏs
kál,                  ˈkʰauːl
kálað,                ˈkʰauːlað
kálf,                 ˈkʰaulv
kálfa,                ˈkʰaulva
kálfana,               ˈkʰaulvana
kálfar,                ˈkʰaulvar
kálfarnir,             ˈkʰaulvartnɪr
kálfholti,             ˈkʰaulfhɔl̥tɪ
kálfinn,               ˈkʰaulvɪn
kálfinum,              ˈkʰaulvɪnʏm
kálfunum,              ˈkʰaulvɔnʏm
kálfur,                ˈkʰaulvʏr
kálfurinn,             ˈkʰaulvʏrɪn
káli,                 ˈkʰauːlɪ
kálið,                ˈkʰauːlɪð
kámugar,               ˈkʰauːmʏɣar
kápa,                 ˈkʰauːpa
kápan,                ˈkʰauːpan
kápu,                 ˈkʰauːpʏ
kápuhnöppunum,         ˈkʰauːpʏn̥œhpɔnʏm
kápum,                ˈkʰauːpʏm
kápunni,               ˈkʰauːpʏnɪ
kápur,                ˈkʰauːpʏr
kára,                 ˈkʰauːra
káradóttir,            ˈkʰauːratouhtɪr
kárahnjúka,            ˈkʰauːran̥juːka
kárahnjúkavirkjun,     ˈkʰauːran̥jukavɪr̥cʏn
kárahnjúkavirkjunar,   ˈkʰauːran̥jukavɪr̥cʏnar
kárason,               ˈkʰauːrasɔːn
kárasonar,             ˈkʰauːrasɔːnar
kárasyni,              ˈkʰauːrasɪːnɪ
kári,                 ˈkʰauːrɪ
kársnesi,              ˈkʰaur̥stnɛːsɪ
kársness,              ˈkʰaur̥stnɛs
kársson,               ˈkʰaur̥sɔn
kássu,                ˈkʰausʏ
kát,                  ˈkʰauːt
káta,                 ˈkʰauːta
kátar,                ˈkʰauːtar
kátir,                ˈkʰauːtɪr
kátt,                 ˈkʰauht
kátum,                ˈkʰauːtʏm
kátur,                ˈkʰauːtʏr
kátína,                ˈkʰauːtina
kátínan,               ˈkʰauːtinan
kátínu,                ˈkʰauːtinʏ
kæfa,                 ˈcʰaiːva
kæfandi,               ˈcʰaiːvantɪ
kæft,                 ˈcʰaift
kæfð,                 ˈcʰaivð
kæfðum,                ˈcʰaivðʏm
kæla,                 ˈcʰaiːla
kældi,                ˈcʰailtɪ
kæli,                 ˈcʰaiːlɪ
kælingu,               ˈcʰaiːliŋkʏ
kæliskápinn,           ˈcʰaiːlɪskauːpɪn
kæliskápnum,           ˈcʰaiːlɪskauhpnʏm
kæmi,                 ˈcʰaiːmɪ
kæmir,                ˈcʰaiːmɪr
kæmist,                ˈcʰaiːmɪst
kæmu,                 ˈcʰaiːmʏ
kæmum,                ˈcʰaiːmʏm
kæmumst,               ˈcʰaiːmʏmst
kæmust,                ˈcʰaiːmʏst
kænsku,                ˈcʰainskʏ
kær,                  ˈcʰaiːr
kæra,                 ˈcʰaiːra
kæran,                ˈcʰaiːran
kæranda,               ˈcʰaiːranta
kærandi,               ˈcʰaiːrantɪ
kærar,                ˈcʰaiːrar
kærasta,               ˈcʰaiːrasta
kærastan,              ˈcʰaiːrastan
kærastann,             ˈcʰaiːrastan
kærastanum,            ˈcʰaiːrastanʏm
kærastarnir,           ˈcʰaiːrastartnɪr
kærasti,               ˈcʰaiːrastɪ
kærastinn,             ˈcʰaiːrastɪn
kæri,                 ˈcʰaiːrɪ
kærir,                ˈcʰaiːrɪr
kærkomin,              ˈcʰair̥kʰɔmɪn
kærkominn,            ˈcʰair̥kʰɔmɪn
kærkomið,              ˈcʰair̥kʰɔmɪð
kærlega,               ˈcʰairlɛɣa
kærleik,               ˈcʰairleik
kærleika,              ˈcʰairleika
kærleikann,            ˈcʰairleikan
kærleikans,            ˈcʰairleikans
kærleikanum,           ˈcʰairleikanʏm
kærleikum,             ˈcʰairleikʏm
kærleikur,             ˈcʰairleikʏr
kærleikurinn,          ˈcʰairleikʏrɪn
kærri,                ˈcʰairɪ
kært,                 ˈcʰair̥t
kæru,                 ˈcʰaiːrʏ
kærulaus,             ˈcʰaiːrʏlœiːs
kæruleysi,            ˈcʰaiːrʏleiːsɪ
kærum,                ˈcʰaiːrʏm
kæruna,                ˈcʰaiːrʏna
kærunefnd,             ˈcʰaiːrʏnɛmt
kærunefndar,           ˈcʰaiːrʏnɛmtar
kærunni,               ˈcʰaiːrʏnɪ
kærur,                ˈcʰaiːrʏr
kærustu,               ˈcʰaiːrʏstʏ
kærustunni,            ˈcʰaiːrʏstʏnɪ
kærustunum,            ˈcʰaiːrʏstʏnʏm
kærustur,              ˈcʰaiːrʏstʏr
kærusturnar,           ˈcʰaiːrʏstʏrtnar
kærð,                 ˈcʰairð
kærði,                ˈcʰairðɪ
kærðir,                ˈcʰairðɪr
kærðu,                ˈcʰairðʏ
kærður,                ˈcʰairðʏr
kæti,                 ˈcʰaiːtɪ
kíki,                 ˈcʰiːcɪ
kíkinn,                ˈcʰiːcɪn
kíkinum,               ˈcʰiːcɪnʏm
kíkir,                ˈcʰiːcɪr
kíkja,                ˈcʰiːca
kíkt,                 ˈcʰixt
kíkti,                ˈcʰixtɪ
kíktu,                ˈcʰixtʏ
kíló,                 ˈcʰiːlou
kílóa,                ˈcʰiːloua
kílói,                ˈcʰiːlouɪ
kílóið,                ˈcʰiːlouɪð
kílómetra,             ˈcʰiːloumɛːtra
kílómetrar,            ˈcʰiːloumɛːtrar
kílómetrum,            ˈcʰiːloumɛːtrʏm
kílóum,                ˈcʰiːlouʏm
kílóverðið,            ˈcʰiːlouvɛrðɪð
kím,                  ˈcʰiːm
kímdi,                ˈcʰimtɪ
kíminn,                ˈcʰiːmɪn
kímir,                ˈcʰiːmɪr
kímni,                ˈcʰimnɪ
kímnigáfa,             ˈcʰimnɪkauːva
kímnigáfu,             ˈcʰimnɪkauːvʏ
kína,                 ˈcʰiːna
kínahverfi,            ˈcʰiːnakʰvɛrvɪ
kínahverfisins,        ˈcʰiːnakʰvɛrvɪsɪns
kínahverfið,           ˈcʰiːnakʰvɛrvɪð
kínahúsið,             ˈcʰiːnahuːsɪð
kínverja,              ˈcʰinvɛrja
kínverjar,             ˈcʰinvɛrjar
kínverji,             ˈcʰinvɛrjɪ
kínverjinn,            ˈcʰinvɛrjɪn
kínverjum,             ˈcʰinvɛrjʏm
kínversk,              ˈcʰinvɛr̥sk
kínverska,            ˈcʰinvɛr̥ska
kínverskan,            ˈcʰinvɛr̥skan
kínverskir,            ˈcʰinvɛr̥scɪr
kínverskra,            ˈcʰinvɛr̥skra
kínverskri,            ˈcʰinvɛr̥skrɪ
kínverskt,             ˈcʰinvɛr̥st
kínversku,             ˈcʰinvɛr̥skʏ
kínverskum,            ˈcʰinvɛr̥skʏm
kísiliðjunnar,         ˈcʰiːsɪlɪðjʏnar
kíóið,                ˈcʰiːjouɪð
kóda,                 ˈkʰouːta
kófið,                ˈkʰouːvɪð
kófsveittur,          ˈkʰouːsveihtʏr
kók,                  ˈkʰouːk
kókaín,                ˈkʰouːkaˌin
kókaíni,               ˈkʰouːkaˌinɪ
kókflösku,             ˈkʰoukflœskʏ
kóki,                 ˈkʰouːcɪ
kókinu,                ˈkʰouːcɪnʏ
kókið,                ˈkʰouːcɪð
kókosfeiti,           ˈkʰouːkɔsfeiːtɪ
kókómjólk,             ˈkʰouːkoumjoul̥k
kólesteról,            ˈkʰouːlɛstroul
kólna,                ˈkʰoulna
kólnað,                ˈkʰoulnað
kólumbíu,              ˈkʰoulʏmpijʏ
kóng,                 ˈkʰouŋk
kóngi,                ˈkʰouɲcɪ
kónginn,               ˈkʰouɲcɪn
kónginum,              ˈkʰouɲcɪnʏm
kóngsins,              ˈkʰouŋsɪns
kónguló,               ˈkʰouŋkʏlouː
kóngulóarvefirnir,     ˈkʰouŋkʏlouavɛːvɪrtnɪr
kóngur,                ˈkʰouŋkʏr
kóngurinn,             ˈkʰouŋkʏrɪn
kóp,                  ˈkʰouːp
kópaskeri,             ˈkʰouːpascɛrɪ
kópavog,               ˈkʰouːpavɔːɣ
kópavogi,              ˈkʰouːpavɔːjɪ
kópavoginn,            ˈkʰouːpavɔːjɪn
kópavoginum,           ˈkʰouːpavɔːjɪnʏm
kópavogs,              ˈkʰouːpavɔxs
kópavogsbæ,            ˈkʰouːpavɔxspaiː
kópavogsbæjar,         ˈkʰouːpavɔxspaiːjar
kópavogsbær,          ˈkʰouːpavɔxspaiːr
kópavogsbúa,           ˈkʰouːpavɔxspuːa
kópavogsbúar,          ˈkʰouːpavɔxspuːar
kópavogshöfn,          ˈkʰouːpavɔxshœpn
kópavogskirkja,        ˈkʰouːpavɔxscʰɪr̥ca
kópavogskirkju,        ˈkʰouːpavɔxscʰɪr̥cʏ
kópavogur,             ˈkʰouːpavɔːɣʏr
kópíu,                ˈkʰouːpijʏ
kór,                  ˈkʰouːr
kóra,                 ˈkʰouːra
kóranna,               ˈkʰouːrana
kórar,                ˈkʰouːrar
kórarnir,              ˈkʰouːrartnɪr
kórdrenginn,           ˈkʰourtreiɲcɪn
kórdrengjum,           ˈkʰourtreiɲcʏm
kórdrengur,           ˈkʰourtreiŋkʏr
kórea,                ˈkʰouːrɛa
kóreska,               ˈkʰouːrɛska
kóreu,                ˈkʰouːrɛʏ
kóreumenn,             ˈkʰouːrɛʏmɛn
kórfélaga,             ˈkʰour̥fjɛlaɣa
kórfélagar,            ˈkʰour̥fjɛlaɣar
kórinn,                ˈkʰouːrɪn
kórinþuflóa,           ˈkʰouːrɪnθʏflouːa
kórnum,                ˈkʰourtnʏm
kórs,                 ˈkʰour̥s
kórsins,               ˈkʰour̥sɪns
kórstjóra,             ˈkʰour̥stjoura
kórstjóri,            ˈkʰour̥stjourɪ
kórstjórinn,           ˈkʰour̥stjourɪn
kórsöng,               ˈkʰour̥sœiŋk
kórum,                ˈkʰouːrʏm
kórverk,               ˈkʰourvɛr̥k
kóræfing,              ˈkʰouːraiviŋk
kóræfingar,            ˈkʰouːraiviŋkar
kóróna,                ˈkʰouːrouna
kórónu,                ˈkʰouːrounʏ
köben,                ˈkʰœːpɛn
köflum,                ˈkʰœplʏm
köflunum,              ˈkʰœplɔnʏm
köflótt,               ˈkʰœplouht
köflóttri,             ˈkʰœplouhtrɪ
köfnun,                ˈkʰœpnʏn
köfun,                ˈkʰœːvʏn
köggullinn,            ˈkʰœkʏtlɪn
kökkur,                ˈkʰœhkʏr
köku,                 ˈkʰœːkʏ
kökubasar,             ˈkʰœːkʏpaːsar
kökudeigið,            ˈkʰœkʏteijɪð
kökudunkinn,           ˈkʰœkʏtuɲ̊cɪn
kökum,                ˈkʰœːkʏm
kökuna,                ˈkʰœːkʏna
kökunni,               ˈkʰœːkʏnɪ
kökunum,               ˈkʰœːkɔnʏm
kökur,                ˈkʰœːkʏr
kökurnar,              ˈkʰœːkʏrtnar
köld,                 ˈkʰœlt
köldu,                ˈkʰœltʏ
köldum,                ˈkʰœltʏm
köll,                 ˈkʰœtl̥
köllin,                ˈkʰœtlɪn
köllum,                ˈkʰœtlʏm
köllun,                ˈkʰœtlʏn
kölluð,                ˈkʰœtlʏð
kölluðu,               ˈkʰœtlʏðʏ
kölluðum,              ˈkʰœtlʏðʏm
kölluðust,             ˈkʰœtlʏðʏst
köln,                 ˈkʰœln
kölska,                ˈkʰœlska
köngulóarvefur,        ˈkʰouŋkʏlouavɛːvʏr
köngulóarvefurinn,     ˈkʰouŋkʏlouavɛːvʏrɪn
köngurló,             ˈkʰœnkʏlouː
köngurlóarvefur,       ˈkʰouŋkʏlouavɛvʏr
könnu,                ˈkʰœnʏ
könnun,                ˈkʰœnʏn
könnunar,              ˈkʰœnʏnar
könnunarferð,          ˈkʰœnʏnarfɛrð
könnunarinnar,         ˈkʰœnʏnarɪnar
könnunin,              ˈkʰœnʏnɪn
könnunina,             ˈkʰœnʏnɪna
könnuninni,            ˈkʰœnʏnɪnɪ
könnunni,              ˈkʰœnʏnɪ
könnunum,              ˈkʰœnɔnʏm
könnur,                ˈkʰœnʏr
könnuð,                ˈkʰœnʏð
könnuðu,               ˈkʰœnʏðʏ
könnuðust,             ˈkʰœnʏðʏst
könum,                ˈkʰœːnʏm
kör,                  ˈkʰœːr
körfu,                ˈkʰœrvʏ
körfubolta,            ˈkʰœrvʏpɔl̥ta
körfuboltinn,          ˈkʰœrvʏpɔl̥tɪn
körfugerð,             ˈkʰœrvʏcɛrð
körfuknattleik,        ˈkʰœrvʏkʰnahtleik
körfuknattleikur,     ˈkʰœrvʏkʰnahtleikʏr
körfuna,               ˈkʰœrvʏna
körfunni,              ˈkʰœrvʏnɪ
körfur,                ˈkʰœrvʏr
körfustólinn,          ˈkʰœrvʏstouːlɪn
körfustólnum,          ˈkʰœrvʏstoulnʏm
körlum,                ˈkʰœtlʏm
körlunum,              ˈkʰœtlɔnʏm
körpuðu,               ˈkʰœr̥pʏðʏ
kössum,                ˈkʰœsʏm
kössunum,              ˈkʰœsɔnʏm
köst,                 ˈkʰœst
köstum,                ˈkʰœstʏm
köstuðu,               ˈkʰœstʏðʏ
köstuðum,              ˈkʰœstʏðʏm
kötlu,                ˈkʰœhtlʏ
kötlum,                ˈkʰœhtlʏm
kött,                 ˈkʰœht
köttinn,               ˈkʰœhtɪn
köttum,                ˈkʰœhtʏm
köttur,                ˈkʰœhtʏr
kötturinn,             ˈkʰœhtʏrɪn
kú,                   ˈkʰuː
kúabænda,              ˈkʰuːapainta
kúagerði,              ˈkʰuːacɛrðɪ
kúariða,              ˈkʰuːarɪːða
kúariðu,               ˈkʰuːarɪːðʏ
kúba,                 ˈkʰuːpa
kúbeinið,              ˈkʰuːpeinɪð
kúbu,                 ˈkʰuːpʏ
kúgast,                ˈkʰuːast
kúgaðist,              ˈkʰuːaðɪst
kúgun,                ˈkʰuːʏn
kúka,                 ˈkʰuːka
kúkur,                ˈkʰuːkʏr
kúla,                 ˈkʰuːla
kúlan,                ˈkʰuːlan
kúlnahríð,             ˈkʰulnar̥iːð
kúlu,                 ˈkʰuːlʏ
kúlufiskur,           ˈkʰuːlʏfɪskʏr
kúluhatt,              ˈkʰuːlʏhaht
kúlum,                ˈkʰuːlʏm
kúluna,                ˈkʰuːlʏna
kúlupenna,             ˈkʰuːlʏpʰɛna
kúlur,                ˈkʰuːlʏr
kúluvarpi,             ˈkʰuːlʏvar̥pɪ
kúm,                  ˈkʰuːm
kúna,                 ˈkʰuːna
kúnni,                ˈkʰunɪ
kúnninn,               ˈkʰunɪn
kúnst,                ˈkʰunst
kúnstarinnar,          ˈkʰunstarɪnar
kúnstir,               ˈkʰunstɪr
kúnum,                ˈkʰuːnʏm
kúra,                 ˈkʰuːra
kúrekahatt,            ˈkʰuːrɛkahaht
kúrekastígvél,         ˈkʰuːrɛkastiɣvjɛl
kúrekastígvélunum,     ˈkʰuːrɛkastiɣvjɛlɔnʏm
kúrði,                ˈkʰurðɪ
kúrðu,                ˈkʰurðʏ
kúst,                 ˈkʰust
kút,                  ˈkʰuːt
kútinn,                ˈkʰuːtɪn
kútnum,                ˈkʰuhtnʏm
kútterunum,            ˈkʰuhtɛrɔnʏm
kútur,                ˈkʰuːtʏr
kútveltist,            ˈkʰuːtvɛl̥tɪst
kúveit,                ˈkʰuːveit
kýla,                 ˈcʰiːla
kýldi,                ˈcʰiltɪ
kýlinn,                ˈcʰiːlɪn
kýlir,                ˈcʰiːlɪr
kýpur,                ˈcʰiːpʏr
kýr,                  ˈcʰiːr
kýrin,                ˈcʰiːrɪn
kýrnar,                ˈcʰirtnar
kýs,                  ˈcʰiːs
l,                    ˈɛtl̥
la,                   ˈlaː
labb,                 ˈlap
labba,                ˈlapa
labbandi,              ˈlapantɪ
labbar,                ˈlapar
labbað,                ˈlapað
labbaði,               ˈlapaðɪ
labbitúr,              ˈlapɪtʰuːr
labrador,              ˈlaːpratɔr
lafa,                 ˈlaːva
lafandi,               ˈlaːvantɪ
lafir,                ˈlaːvɪr
lafmóð,                ˈlavmouð
lafmóðum,              ˈlaːvmouðʏm
lafmóður,              ˈlavmouðʏr
lag,                  ˈlaːɣ
laga,                 ˈlaːɣa
lagabreytinga,         ˈlaːɣapreiːtiŋka
lagabreytingar,        ˈlaːɣapreiːtiŋkar
lagabreytingu,         ˈlaːɣapreiːtiŋkʏ
lagabálka,             ˈlaːɣapaul̥ka
